Model_Index,Bird_Species,Wiki_Summary
1638,Canada Warbler,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1639,Canary,"The domestic canary (Serinus canaria forma domestica), often simply known as the canary, is a domesticated form of the wild canary, a small songbird in the finch family originating in the Macaronesian Islands. Over the past 500 years of captivity, a wide variety of coloured, decorative and singing canaries have been bred through selection."
1640,Canvasback,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1641,Cape Glossy Starling,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1642,Cape Longclaw,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1643,Cape May Warbler,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1644,Cape Rock Thrush,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1645,Capped Heron,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1646,Capuchinbird,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1647,Cardinal,"This bird has multiple entries on Wikipedia, making it tricky to pull a single summary!"
1648,Carmine Bee Eater,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1649,Carolina Wren,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1650,Caspian Tern,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1651,Cassowary,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1652,Cattle Egret,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1653,Cedar Waxwing,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1654,Cerulean Warbler,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1655,Chara De Collar,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1656,Chattering Lory,Summary currently unavailable.
1657,Chestnut Bellied Euphonia,Summary currently unavailable.
1658,Chestnut Sided Warbler,Summary currently unavailable.
1659,Chestnut Winged Cuckoo,Summary currently unavailable.
1660,Chinese Bamboo Partridge,Summary currently unavailable.
1661,Chinese Pond Heron,Summary currently unavailable.
1662,Chipping Sparrow,Summary currently unavailable.
1663,Chucao Tapaculo,Summary currently unavailable.
1664,Chuck Will Widow,Summary currently unavailable.
1665,Chukar Partridge,Summary currently unavailable.
1666,Cinnamon Attila,Summary currently unavailable.
1667,Cinnamon Flycatcher,Summary currently unavailable.
1668,Cinnamon Teal,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1669,Clark Nutcracker,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1670,Clarks Grebe,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1671,Clay Colored Sparrow,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1672,Cliff Swallow,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1673,Cock Of The Rock,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1674,Cockatoo,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1675,Collared Aracari,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1676,Collared Crescentchest,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1677,Common Firecrest,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1678,Common Grackle,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1679,Common House Martin,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1680,Common Iora,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1681,Common Loon,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1682,Common Poorwill,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1683,Common Raven,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1684,Common Rosefinch,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1685,Common Starling,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1686,Common Tailorbird,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1687,Common Teal,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1688,Common Tern,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1689,Common Yellowthroat,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1690,Coots,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1691,Coppersmith Barbet,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1692,Coppery Tailed Coucal,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1693,Largebilled Crow,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1694,Crab Plover,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1695,Crane Hawk,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1696,Cranes,Summary currently unavailable.
1697,Cream Colored Woodpecker,Summary currently unavailable.
1698,Crested Auklet,Summary currently unavailable.
1699,Crested Caracara,Summary currently unavailable.
1700,Crested Coua,Summary currently unavailable.
1701,Crested Fireback,Summary currently unavailable.
1702,Crested Kingfisher,Summary currently unavailable.
1703,Crested Nuthatch,Summary currently unavailable.
1704,Crested Oropendola,Summary currently unavailable.
1705,Crested Serpent Eagle,Summary currently unavailable.
1706,Crested Shriketit,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1707,Crested Wood Partridge,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1708,Crimson Chat,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1709,Crimson Sunbird,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1710,Cuban Tody,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1711,Cuban Trogon,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1712,Cuckoos,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1713,Curl Crested Aracari,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1714,D Arnauds Barbet,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1715,Dalmatian Pelican,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1716,Darjeeling Woodpecker,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1717,Dark Eyed Junco,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1718,Daurian Redstart,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1719,Demoiselle Crane,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1720,Diomedeidae Albatross,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1721,Double Barred Finch,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1722,Double Breasted Cormorant,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1723,Double Eyed Fig Parrot,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1724,Doves,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1725,Downy Woodpecker,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1726,Drongos,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1727,Ducks,Summary currently unavailable.
1728,Dunlin,Summary currently unavailable.
1729,Dusky Lory,Summary currently unavailable.
1730,Dusky Robin,Summary currently unavailable.
1731,Eagles,Summary currently unavailable.
1732,Eared Grebe,Summary currently unavailable.
1733,Eared Pita,Summary currently unavailable.
1734,Eastern Bluebird,Summary currently unavailable.
1735,Eastern Bluebonnet,Summary currently unavailable.
1736,Eastern Golden Weaver,Summary currently unavailable.
1737,Eastern Meadowlark,Summary currently unavailable.
1738,Eastern Rosella,Summary currently unavailable.
1739,Eastern Towhee,Summary currently unavailable.
1740,Eastern Wip Poor Will,Summary currently unavailable.
1741,Eastern Yellow Robin,Summary currently unavailable.
1742,Ecuadorian Hillstar,Summary currently unavailable.
1743,Egrets,Summary currently unavailable.
1744,Egyptian Goose,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1745,Elegant Tern,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1746,Elegant Trogon,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1747,Elliots Pheasant,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1748,Emerald Tanager,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1749,Emperor Penguin,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1750,Emu,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1751,Enggano Myna,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1752,Eurasian Bullfinch,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1753,Eurasian Golden Oriole,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1754,Eurasian Magpie,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1755,European Goldfinch,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1756,European Turtle Dove,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1757,Evening Grosbeak,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1758,Fairy Bluebird,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1759,Fairy Penguin,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1760,Fairy Tern,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1761,Falcons,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1762,Fan Tailed Widow,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1763,Fasciated Wren,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1764,Field Sparrow,Summary currently unavailable.
1765,Fiery Minivet,Summary currently unavailable.
1766,Finches,Summary currently unavailable.
1767,Fiordland Penguin,Summary currently unavailable.
1768,Fire Tailled Myzornis,Summary currently unavailable.
1769,Fish Crow,Summary currently unavailable.
1770,Flame Bowerbird,Summary currently unavailable.
1771,Flame Tanager,Summary currently unavailable.
1772,Florida Jay,Summary currently unavailable.
1773,Flycatchers,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1774,Forest Wagtail,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1775,Forsters Tern,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1776,Fox Sparrow,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1777,Frigate,"Frigatebirds are a family of seabirds called Fregatidae which are found across all tropical and subtropical oceans. The five extant species are classified in a single genus, Fregata."
1778,Frigatebird,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1779,Frill Back Pigeon,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1780,Gadwall,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1781,Gambels Quail,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1782,Gang Gang Cockatoo,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1783,Geococcyx,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1784,Gila Woodpecker,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1785,Gilded Flicker,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1786,Glaucous Winged Gull,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1787,Glossy Ibis,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1788,Go Away,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1789,Gold Wing Warbler,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1790,Golden Bower,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1791,Golden Cheeked Warbler,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1792,Golden Chlorophonia,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1793,Golden Eagle,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1794,Golden Parakeet,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1795,Golden Pheasant,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1796,Golden Pipit,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1797,Golden Winged Warbler,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1798,Gouldian Finch,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1799,Grandala,Summary currently unavailable.
1800,Grasshopper Sparrow,Summary currently unavailable.
1801,Gray Catbird,Summary currently unavailable.
1802,Gray Crowned Rosy Finch,Summary currently unavailable.
1803,Gray Kingbird,Summary currently unavailable.
1804,Gray Partridge,Summary currently unavailable.
1805,Gray Wagtail,Summary currently unavailable.
1806,Great Argus,Summary currently unavailable.
1807,Great Crested Flycatcher,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1808,Great Gray Owl,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1809,Great Grey Shrike,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1810,Great Jacamar,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1811,Great Kiskadee,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1812,Great Potoo,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1813,Great Tinamou,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1814,Great Xenops,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1815,Greater Pewee,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1816,Greater Prairie Chicken,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1817,Greator Sage Grouse,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1818,Green Broadbill,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1819,Green Jay,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1820,Green Kingfisher,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1821,Green Magpie,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1822,Green Tailed Towhee,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1823,Green Violetear,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1824,Green Winged Dove,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1825,Grey Cuckooshrike,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1826,Grey Headed Chachalaca,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1827,Grey Headed Fish Eagle,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1828,Grey Plover,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1829,Groove Billed Ani,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1830,Guinea Turaco,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1831,Guineafowl,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1832,Gurneys Pitta,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1833,Gyrfalcon,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1834,Hamerkop,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1835,Harlequin Duck,Summary currently unavailable.
1836,Harlequin Quail,Summary currently unavailable.
1837,Harpy Eagle,Summary currently unavailable.
1838,Harris Sparrow,Summary currently unavailable.
1839,Hawaiian Goose,Summary currently unavailable.
1840,Hawfinch,Summary currently unavailable.
1841,Heermann Gull,Summary currently unavailable.
1842,Helmet Vanga,Summary currently unavailable.
1843,Henslow Sparrow,Summary currently unavailable.
1844,Hepatic Tanager,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1845,Herons,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1846,Herring Gull,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1847,Himalayan Bluetail,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1848,Himalayan Monal,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1849,Hoatzin,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1850,Hooded Merganser,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1851,Hooded Oriole,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1852,Hooded Warbler,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1853,Hoopoe,"Hoopoes () are colourful birds found across Africa, Asia, and Europe, notable for their distinctive ""crown"" of feathers which can be raised or lowered at will. Two living and one extinct species are recognized, though for many years both extant species were lumped as a single species—Upupa epops."
1854,Hornbills,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1855,Horned Grebe,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1856,Horned Guan,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1857,Horned Lark,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1858,Horned Puffin,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1859,Horned Sungem,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1860,House Crow,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1861,House Finch,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1862,House Sparrow,Summary currently unavailable.
1863,House Wren,Summary currently unavailable.
1864,Hyacinth Macaw,Summary currently unavailable.
1865,Iberian Magpie,Summary currently unavailable.
1866,Ibisbill,Summary currently unavailable.
1867,Imperial Shaq,Summary currently unavailable.
1868,Inca Tern,Summary currently unavailable.
1869,Indian Bustard,Summary currently unavailable.
1870,Indian Grey Hornbill,Summary currently unavailable.
1871,Indian Pitta,Summary currently unavailable.
1872,Indian Roller,Summary currently unavailable.
1873,Indian Vulture,Summary currently unavailable.
1874,Indigo Bunting,Summary currently unavailable.
1875,Indigo Flycatcher,Summary currently unavailable.
1876,Inland Dotterel,Summary currently unavailable.
1877,Ivory Billed Aracari,Summary currently unavailable.
1878,Ivory Gull,Summary currently unavailable.
1879,Iwi,Summary currently unavailable.
1880,Jabiru,Summary currently unavailable.
1881,Jacanas,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1882,Jack Snipe,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1883,Jacobin Pigeon,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1884,Jandaya Parakeet,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1885,Japanese Robin,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1886,Java Sparrow,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1887,Jocotoco Antpitta,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1888,Jungle Babbler,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1889,Kagu,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1890,Kakapo,"The kākāpō (Māori: [ˈkaːkaːpɔː]; pl.: kākāpō; Strigops habroptilus), sometimes known as the owl-parrot, is a species of large, nocturnal, ground-dwelling parrot of the superfamily Strigopoidea. It is endemic to New Zealand."
1891,Kentucky Warbler,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1892,Killdear,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1893,King Eider,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1894,King Vulture,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1895,Kingfishers,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1896,Kiwi,Kiwi are flightless birds endemic to New Zealand of the order Apterygiformes. The five extant species fall into the family Apterygidae and genus Apteryx.
1897,Knob Billed Duck,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1898,Kookaburra,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1899,Lark Bunting,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1900,Laughing Gull,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1901,Laysan Albatross,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1902,Lazuli Bunting,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1903,Le Conte Sparrow,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1904,Least Auklet,Summary currently unavailable.
1905,Least Flycatcher,Summary currently unavailable.
1906,Least Tern,Summary currently unavailable.
1907,Lesser Adjutant,Summary currently unavailable.
1908,Lilac Roller,Summary currently unavailable.
1909,Limpkin,Summary currently unavailable.
1910,Lincoln Sparrow,Summary currently unavailable.
1911,Little Auk,Summary currently unavailable.
1912,Loggerhead Shrike,Summary currently unavailable.
1913,Long Eared Owl,Summary currently unavailable.
1914,Long Tailed Jaeger,Summary currently unavailable.
1915,Looney S,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1916,Louisiana Waterthrush,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1917,Lucifer Hummingbird,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1918,Magnolia Warbler,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1919,Magpie Goose,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1920,Malabar Hornbill,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1921,Malachite Kingfisher,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1922,Malagasy White Eye,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1923,Maleo,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1924,Mandarin Duck,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1925,Mangrove Cuckoo,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1926,Marabou Stork,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1927,Marsh Wren,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1928,Masked Bobwhite,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1929,Masked Booby,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1930,Masked Lapwing,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1931,Mckays Bunting,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1932,Merlin,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1933,Mikado Pheasant,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1934,Military Macaw,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1935,Mockingbird,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1936,Mourning Dove,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1937,Mourning Warbler,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1938,Munias,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1939,Myrtle Warbler,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1940,Nashville Warbler,Summary currently unavailable.
1941,Nelson Sharp Tailed Sparrow,Summary currently unavailable.
1942,Nicobar Pigeon,Summary currently unavailable.
1943,Nighthawk,Summary currently unavailable.
1944,Nightjars,Summary currently unavailable.
1945,Noisy Friarbird,Summary currently unavailable.
1946,Northern Beardless Tyrannulet,Summary currently unavailable.
1947,Northern Cardinal,Summary currently unavailable.
1948,Northern Flicker,Summary currently unavailable.
1949,Northern Fulmar,Summary currently unavailable.
1950,Northern Gannet,Summary currently unavailable.
1951,Northern Goshawk,Summary currently unavailable.
1952,Northern Jacana,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1953,Northern Lapwing,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1954,Northern Mockingbird,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1955,Northern Parula,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1956,Northern Red Bishop,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1957,Northern Shoveler,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1958,Northern Waterthrush,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1959,Ocellated Turkey,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1960,Oilbird,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1961,Okinawa Rail,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1962,Olive Sided Flycatcher,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1963,Orange Breasted Trogon,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1964,Orange Brested Bunting,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1965,Orange Crowned Warbler,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1966,Orchard Oriole,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1967,Oriental Bay Owl,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1968,Orioles,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1969,Ornate Hawk Eagle,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1970,Osprey,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1971,Ostrich,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1972,Ovenbird,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1973,Owls,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1974,Oyster Catcher,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1975,Pacific Loon,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1976,Painted Bunting,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1977,Palila,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1978,Palm Nut Vulture,Summary currently unavailable.
1979,Palm Warbler,Summary currently unavailable.
1980,Paradise Tanager,Summary currently unavailable.
1981,Parakeet Auklet,Summary currently unavailable.
1982,Parakeets,Summary currently unavailable.
1983,Parakett Auklet,Summary currently unavailable.
1984,Parus Major,Summary currently unavailable.
1985,Patagonian Sierra Finch,Summary currently unavailable.
1986,Peacock,Summary currently unavailable.
1987,Peacock,Summary currently unavailable.
1988,Pelagic Cormorant,Summary currently unavailable.
1989,Peregrine Falcon,Summary currently unavailable.
1990,Pesants,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1991,Phainopepla,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1992,Philadelphia Vireo,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1993,Philippine Eagle,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1994,Pied Billed Grebe,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1995,Pied Kingfisher,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1996,Pigeon Guillemot,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1997,Pigeons,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1998,Pileated Woodpecker,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1999,Pine Grosbeak,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2000,Pine Warbler,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2001,Pink Robin,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2002,Plovers,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2003,Plush Crested Jay,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2004,Pomarine Jaeger,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2005,Prairie Warbler,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2006,Prinias,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2007,Prothonotary Warbler,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2008,Puffin,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2009,Puna Teal,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2010,Purple Finch,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
2011,Purple Gallinule,Summary currently unavailable.
2012,Purple Martin,Summary currently unavailable.
2013,Purple Swamphen,Summary currently unavailable.
2014,Pygmy Kingfisher,Summary currently unavailable.
2015,Pyrrhuloxia,Summary currently unavailable.
